t_sec,q,w,o,p
53.68333,0,0,0,0
53.70000,0,0,0,0
53.71667,0,0,0,0
53.73333,0,0,0,0
53.75000,0,0,0,0
53.76667,0,0,0,0
53.78333,0,0,0,0
53.80000,0,0,0,0
53.81667,0,0,0,0
53.83333,0,0,0,0
53.85000,0,0,0,0
53.86667,0,0,0,0
53.88333,0,0,0,0
53.90000,0,0,0,0
53.91667,0,0,0,0
53.93333,0,0,0,0
53.95000,0,0,0,0
53.96667,0,0,0,0
53.98333,0,0,0,0
54.00000,0,0,0,0
54.01667,0,0,0,0
54.03333,0,0,0,0
54.05000,0,0,0,0
54.06667,0,0,0,0
54.08333,0,0,0,0
54.10000,0,0,0,0
54.11667,0,0,0,0
54.13333,0,0,0,0
54.15000,0,0,0,0
54.16667,0,0,0,0
54.18333,0,0,0,0
54.20000,0,0,0,0
54.21667,0,0,0,0
54.23333,0,0,0,0
54.25000,0,0,0,0
54.26667,0,0,0,0
54.28333,0,0,0,0
54.30000,0,0,0,0
54.31667,0,0,0,0
54.33333,0,0,0,0
54.35000,0,0,0,0
54.36667,0,0,0,0
54.38333,0,0,0,0
54.40000,0,0,0,0
54.41667,0,0,0,0
54.43333,0,0,0,0
54.45000,0,0,0,0
54.46667,0,0,0,0
54.48333,0,0,0,0
54.50000,0,0,0,0
54.51667,0,0,0,0
54.53333,0,0,0,0
54.55000,0,0,0,0
54.56667,0,0,0,0
54.58333,0,0,0,0
54.60000,0,0,0,0
54.61667,0,0,0,0
54.63333,0,0,0,0
54.65000,0,0,0,0
54.66667,0,0,0,0
54.68333,0,0,0,0
54.70000,0,0,0,0
54.71667,0,0,0,0
54.73333,0,0,0,0
54.75000,0,0,0,0
54.76667,0,0,0,0
54.78333,0,0,0,0
54.80000,0,0,0,0
54.81667,0,0,0,0
54.83333,0,0,0,0
54.85000,0,0,0,0
54.86667,0,0,0,0
54.88333,0,0,0,0
54.90000,0,0,0,0
54.91667,0,0,0,0
54.93333,0,0,0,0
54.95000,0,0,0,0
54.96667,0,0,0,0
54.98333,0,0,0,0
55.00000,0,0,0,0
55.01667,0,0,0,0
55.03333,0,0,0,0
55.05000,0,0,0,0
55.06667,0,0,0,0
55.08333,0,0,0,0
55.10000,0,0,0,0
55.11667,0,0,0,0
55.13333,0,0,0,0
55.15000,0,0,0,0
55.16667,0,0,0,0
55.18333,0,0,0,0
55.20000,0,0,0,0
55.21667,0,0,0,0
55.23333,0,0,0,0
55.25000,0,0,0,0
55.26667,0,0,0,0
55.28333,0,0,0,0
55.30000,0,0,0,0
55.31667,0,0,0,0
55.33333,0,0,0,0
55.35000,0,0,0,0
55.36667,0,0,0,0
55.38333,0,0,0,0
55.40000,0,0,0,0
55.41667,0,0,0,0
55.43333,0,0,0,0
55.45000,0,0,0,0
55.46667,0,0,0,0
55.48333,0,0,0,0
55.50000,0,0,0,0
55.51667,0,0,0,0
55.53333,0,0,0,0
55.55000,0,0,0,0
55.56667,0,0,0,0
55.58333,0,0,0,0
55.60000,0,0,0,0
55.61667,0,0,0,0
55.63333,0,0,0,0
55.65000,0,0,0,0
55.66667,0,0,0,0
55.68333,0,0,0,0
55.70000,0,0,0,0
55.71667,0,0,0,0
55.73333,0,0,0,0
55.75000,0,0,0,0
55.76667,0,0,0,0
55.78333,0,0,0,0
55.80000,0,0,0,0
55.81667,0,0,0,0
55.83333,0,0,0,0
55.85000,0,0,0,0
55.86667,0,0,0,0
55.88333,0,0,0,0
